,USB Connect,,,,,,,,,,,,,,,,,,,,,,,,,USB Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,filecopy,,,,,,,,,,,,,,,,,,,,,,,,,logon,,,,,,,,,,,,,,,,,,,,,,,,,logoff,,,,,,,,,,,,,,,,,,,,,,,
HVF0067,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,0,0,0,0,0,0,HVF0067,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,HVF0067,0,0,0,0,0,0,13,13,13,1,1,1,13,13,13,3,3,3,1,1,1,1,1,1,HVF0067,0,0,0,0,0,0,2,1,0,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,HVF0067,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0,2,1,1,1,0,0
HWW0436,0,0,0,0,0,0,3,3,3,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,HWW0436,0,0,0,0,0,0,3,3,3,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,HWW0436,0,0,0,0,0,0,10,10,10,1,1,1,11,11,11,2,2,2,7,7,7,1,1,1,HWW0436,1,1,1,1,1,1,3,2,1,1,0,0,2,2,1,1,1,0,1,1,0.5,1,1,0.5,HWW0436,1,1,1,1,1,1,2,2,1,1,1,0,2,1,0.5,1,0,0,1,1,0,1,1,0
PEV0323,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEV0323,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEV0323,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEV0323,1,1,1,1,1,1,3,2,1,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,PEV0323,1,1,1,1,1,1,1,1,0,1,1,0,2,1,0,1,0,0,1,1,1,1,1,1
MVB0515,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,MVB0515,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,MVB0515,0,0,0,0,0,0,14,14,14,2,2,2,15,15,15,8,8,8,0,0,0,0,0,0,MVB0515,0,0,0,0,0,0,2,1,0,1,0,0,3,3,2,1,1,0,0,0,0,0,0,0,MVB0515,0,0,0,0,0,0,1,1,0,1,1,0,3,2,2,1,0,0,0,1,1,0,1,1
IJM0444,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,IJM0444,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,IJM0444,0,0,0,0,0,0,16,16,16,8,8,8,15,15,15,6,6,6,0,0,0,0,0,0,IJM0444,1,1,1,1,1,1,3,2,1,1,0,0,2,2,1,1,1,0,1,1,0.5,1,1,0.5,IJM0444,1,1,1,1,1,1,2,2,1,1,1,0,2,1,0.5,1,0,0,0,0,1,0,0,1
CIM0271,0,0,0,0,0,0,3,3,0,1,1,0,4,4,1,1,1,0,0,0,1,0,0,1,CIM0271,0,0,0,0,0,0,3,3,0,1,1,0,4,4,1,1,1,0,0,0,1,0,0,1,CIM0271,0,0,0,0,0,0,12,12,4,1,1,0,11,11,1,1,1,0,0,0,0,0,0,0,CIM0271,0,0,0,0,0,0,3,1,1,1,0,0,2,2,0,1,1,0,0,0,1,0,0,1,CIM0271,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1
JGT0221,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JGT0221,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JGT0221,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,JGT0221,5,1,0,1,0,0,4,0,1,1,0,0,2,1,1,1,0,0,5,0,0,1,0,0,JGT0221,5,1,0,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,5,0,0,1,0,0
HSG0818,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0,0,0,0,HSG0818,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0.25,HSG0818,0,0,0,0,0,0,0,0,5.75,0,0,1,0,0,1.25,0,0,0.25,0,0,0,0,0,0,HSG0818,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,HSG0818,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0.25,1,0,0
KCO0122,0,0,0,0,0,0,3,3,0.5,1,1,0,4,4,0.5,1,1,0,4,4,0.5,1,1,0,KCO0122,0,0,0,0,0,0,3,3,0.5,1,1,0,4,4,0.5,1,1,0,4,4,0.5,1,1,0,KCO0122,0,0,0,0,0,0,9,9,4,1,1,0,13,13,6.5,1,1,0,11,11,6.5,1,1,0,KCO0122,1,1,1,1,1,1,3,1,1,1,0,0,2,1,0,1,0,0,2,2,1,1,1,0,KCO0122,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,2,1,0,1,0,0
NAF0326,0,0,0,0,0,0,4,4,2,1,1,0,5,5,5,1,1,1,0,0,0,0,0,0,NAF0326,0,0,0,0,0,0,4,4,2,1,1,0,5,5,5,1,1,1,0,0,0,0,0,0,NAF0326,0,0,0,0,0,0,14,14,10,2,2,1,14,14,14,2,2,2,0,0,0,0,0,0,NAF0326,0,0,0,0,0,0,4,3,2,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,NAF0326,0,0,0,0,0,0,2,2,1,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0
JCC0225,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JCC0225,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JCC0225,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,JCC0225,4,0,1,1,0,0,4,0,1,1,0,0,3,0,0,1,0,0,5,0,0,1,0,0,JCC0225,4,0,1,1,0,0,3,0,0.25,1,0,0,4,1,0,1,0,0,5,0,0,1,0,0
KLH0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,KLH0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,KLH0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,KLH0596,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,KLH0596,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0
RMW0542,0,0,0,0,0,0,6,6,6,1,1,1,6,6,6,1,1,1,0,0,0,0,0,0,RMW0542,0,0,0,0,0,0,5,5,5,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,RMW0542,0,0,0,0,0,0,6,6,6,1,1,1,5,5,5,1,1,1,0,0,0,0,0,0,RMW0542,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,RMW0542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
JHP0583,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,JHP0583,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,JHP0583,0,0,0,0,0,0,10,10,10,1,1,1,12,12,12,1,1,1,7,7,7,1,1,1,JHP0583,1,1,1,1,1,1,3,2,1,1,0,0,2,2,1,1,1,0,2,2,2,1,1,1,JHP0583,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,3,2,2,1,0,0
MSO0222,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,MSO0222,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,MSO0222,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,MSO0222,4,0,1,1,0,0,4,0,1,1,0,0,2,1,1,1,0,0,4,1,1,1,0,0,MSO0222,4,0,1,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,4,1,1,1,0,0
QRM0739,0,0,0,0,0,0,9,9,7,4,4,3,9,9,9,5,5,5,0,0,0,0,0,0,QRM0739,0,0,0,0,0,0,9,9,7,4,4,3,9,9,9,5,5,5,0,0,0,0,0,0,QRM0739,0,0,0,0,0,0,27,27,23,9,9,8,27,27,27,10,10,10,0,0,0,0,0,0,QRM0739,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,QRM0739,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
ESH0283,0,0,0,0,0,0,2,2,0,1,1,0,3,3,1,1,1,0,2,2,2,2,2,2,ESH0283,0,0,0,0,0,0,1,1,0.5,1,1,0,3,3,1,1,1,0,2,2,2,1,1,1,ESH0283,0,0,0,0,0,0,27,27,20.5,27,27,26,27,27,19.5,27,27,26,27,27,27,27,27,27,ESH0283,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0.5,1,0,0,1,1,0,1,1,0,ESH0283,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0
WBC0192,0,0,0,0,0,0,3,3,1,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,WBC0192,0,0,0,0,0,0,3,3,1,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,WBC0192,0,0,0,0,0,0,11,11,4.25,3,3,2,11,11,4,3,3,2,0,0,0,0,0,0,WBC0192,0,0,0,0,0,0,3,2,0.75,1,0,0,2,1.5,0.75,1,0.5,0,0,0,0,0,0,0,WBC0192,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0.75,1,0,0,0,0,1,0,0,1
VSA0230,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,VSA0230,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,VSA0230,0,0,0,0,0,0,9,9,9,5,5,5,10,10,10,3,3,3,6,6,6,1,1,1,VSA0230,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,VSA0230,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,2,2,1,1,1,0
DBW0483,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DBW0483,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DBW0483,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DBW0483,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,DBW0483,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
CSC0217,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,CSC0217,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,CSC0217,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,CSC0217,4,0,1,1,0,0,4,0,1,1,0,0,3,0,0,1,0,0,4,1,1,1,0,0,CSC0217,4,0,1,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,4,1,1,1,0,0
BRS0734,0,0,0,0,0,0,3,3,1,1,1,0,4,4,4,1,1,1,0,0,0,0,0,0,BRS0734,0,0,0,0,0,0,2,2,0,1,1,0,4,4,4,1,1,1,0,0,0,0,0,0,BRS0734,0,0,0,0,0,0,27,27,23,27,27,26,27,27,27,27,27,27,0,0,0,0,0,0,BRS0734,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,BRS0734,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
MAD0496,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MAD0496,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MAD0496,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MAD0496,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MAD0496,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
NKP0236,0,0,0,0,0,0,2,2,0.75,1,1,0,2,2,1.5,1,1,0.75,0,0,0,0,0,0,NKP0236,0,0,0,0,0,0,2,2,0.75,1,1,0,2,2,1.5,1,1,0.75,0,0,0.25,0,0,0.25,NKP0236,0,0,0,0,0,0,11,11,5.25,1,1,0,8,8,6.75,3,3,2.75,0,0,0,0,0,0,NKP0236,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,NKP0236,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,2,1,0.75,1,0,0
KES0729,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,KES0729,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,KES0729,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,KES0729,0,0,0,0,0,0,2,1,0,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,KES0729,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
IBB0696,0,0,0,0,0,0,3,3,3,1,1,1,4,4,4,1,1,1,0,0,0,0,0,0,IBB0696,0,0,0,0,0,0,3,3,3,1,1,1,4,4,4,1,1,1,0,0,0,0,0,0,IBB0696,0,0,0,0,0,0,8,8,8,1,1,1,10,10,10,1,1,1,0,0,0,0,0,0,IBB0696,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,IBB0696,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1
BLL0929,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,BLL0929,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,BLL0929,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,BLL0929,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,BLL0929,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
ABC0174,0,0,0,0,0,0,7,7,5,1,1,0,5,5,5,1,1,1,0,0,0,0,0,0,ABC0174,0,0,0,0,0,0,7,7,5,1,1,0,5,5,5,1,1,1,0,0,0,0,0,0,ABC0174,0,0,0,0,0,0,7,7,3,1,1,0,7,7,7,1,1,1,0,0,0,0,0,0,ABC0174,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,ABC0174,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
HAH0248,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,HAH0248,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,HAH0248,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,HAH0248,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,HAH0248,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
NBC0412,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,NBC0412,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,NBC0412,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,0,0,0,0,0,0,NBC0412,0,0,0,0,0,0,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC0412,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
JIG0128,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,JIG0128,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,JIG0128,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,JIG0128,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,JIG0128,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
XWD0923,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,XWD0923,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,XWD0923,0,0,0,0,0,0,27,27,27,5,5,5,27,27,27,27,27,27,27,27,27,3,3,3,XWD0923,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,XWD0923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0
LDD0560,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,LDD0560,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,LDD0560,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,LDD0560,1,1,1,1,1,1,2,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,LDD0560,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,1,0,0,1,0,0,1,0,0
RHO0732,0,0,0,0,0,0,4,4,2,1,1,0,4,4,4,1,1,1,2,2,2,1,1,1,RHO0732,0,0,0,0,0,0,4,4,2,1,1,0,4,4,4,1,1,1,2,2,2,1,1,1,RHO0732,0,0,0,0,0,0,8,8,4,1,1,0,12,12,12,1,1,1,5,5,5,1,1,1,RHO0732,1,1,1,1,1,1,3,2,1,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,RHO0732,1,1,1,1,1,1,2,2,1,1,1,0,2,1,0,1,0,0,1,1,1,1,1,1
DGW0752,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DGW0752,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DGW0752,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DGW0752,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,DGW0752,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
SAK0375,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,SAK0375,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,SAK0375,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,SAK0375,5,1,0,1,0,0,4,0,1,1,0,0,3,0,0,1,0,0,5,0,0,1,0,0,SAK0375,5,1,0,1,0,0,3,0,0.25,1,0,0,4,1,0,1,0,0,5,0,0,1,0,0
BJH0811,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0,0,0,0,BJH0811,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0.25,BJH0811,0,0,0,0,0,0,0,0,5.75,0,0,1,0,0,1.25,0,0,0.25,0,0,0,0,0,0,BJH0811,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,BJH0811,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0.25,1,0,0
FAW0032,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,FAW0032,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,FAW0032,0,0,0,0,0,0,0,0,6.75,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,FAW0032,0,0,0,0,0,0,1,0,1.25,1,0,0,1,0.5,0.25,1,0.5,0,1,1,1,1,1,1,FAW0032,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0.75,1,0,0,1,1,0,1,1,0
WSR0241,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0,0,0,0,WSR0241,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0.25,WSR0241,0,0,0,0,0,0,0,0,5.75,0,0,1,0,0,1.25,0,0,0.25,0,0,0,0,0,0,WSR0241,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,1,1,0,1,1,0,WSR0241,0,0,0,0,0,0,1,1,0,1,1,0,3,2,2,1,0,0,2,1,0.75,1,0,0
ZMC0284,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,ZMC0284,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,ZMC0284,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,ZMC0284,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,ZMC0284,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
SAC0687,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,SAC0687,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,SAC0687,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,SAC0687,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,SAC0687,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
JNJ0556,0,0,0,0,0,0,9,9,6,3,3,2,10,10,7,6,6,5,1,1,0,1,1,0,JNJ0556,0,0,0,0,0,0,9,9,6,3,3,2,10,10,7,6,6,5,1,1,0,1,1,0,JNJ0556,0,0,0,0,0,0,27,27,19,7,7,6,27,27,17,19,19,18,7,7,7,1,1,1,JNJ0556,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,JNJ0556,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
QNP0216,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,QNP0216,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,QNP0216,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,QNP0216,4,0,1,1,0,0,4,0,1,1,0,0,2,1,1,1,0,0,4,1,1,1,0,0,QNP0216,4,0,1,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,4,1,1,1,0,0
AIB0948,0,0,0,0,0,0,9,9,9,4,4,4,9,9,9,5,5,5,0,0,0,0,0,0,AIB0948,0,0,0,0,0,0,9,9,9,4,4,4,9,9,9,5,5,5,0,0,0,0,0,0,AIB0948,0,0,0,0,0,0,11,11,11,2,2,2,9,9,9,2,2,2,0,0,0,0,0,0,AIB0948,0,0,0,0,0,0,4,3,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,AIB0948,0,0,0,0,0,0,2,2,1,1,1,0,3,2,2,1,0,0,0,1,1,0,1,1
RBB0485,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RBB0485,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RBB0485,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RBB0485,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,RBB0485,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
RZC0746,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RZC0746,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RZC0746,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RZC0746,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,RZC0746,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
MCD0125,0,0,0,0,0,0,2,2,0,1,1,0,2,2,0,1,1,0,1,1,1,1,1,1,MCD0125,0,0,0,0,0,0,2,2,0.5,1,1,0,2,2,0,1,1,0,1,1,1,1,1,1,MCD0125,0,0,0,0,0,0,13,13,6.5,5,5,4,16,16,8.5,7,7,6,8,8,8,8,8,8,MCD0125,0,0,0,0,0,0,3,1,1,1,0,0,2,1,0.5,1,0,0,1,1,0,1,1,0,MCD0125,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0
MHG0244,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,MHG0244,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,MHG0244,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,MHG0244,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,MHG0244,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
EMW0772,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,EMW0772,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,EMW0772,0,0,0,0,0,0,5,5,5,2,2,2,8,8,8,1,1,1,0,0,0,0,0,0,EMW0772,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,EMW0772,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1
